64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
396 -9.486970e+00 1.314918e+01 2.553009e+02 1.403626e+05
397 -1.286302e+01 1.320454e+01 2.218537e+02 8.225509e+04
398 -1.036932e+01 1.272669e+01 2.237720e+02 1.041125e+05
399 7.127110e+00 1.048720e+01 1.656933e+02 6.719853e+04
400 -1.150470e+01 1.213743e+01 2.073335e+02 9.797804e+04
401 6.919296e+00 1.386535e+01 2.739247e+02 1.832527e+05
402 -3.214461e+00 1.305458e+01 2.208986e+02 9.161325e+04
403 1.829762e+01 1.831508e+01 3.806163e+02 2.046027e+05
404 4.894879e-02 1.176518e+01 2.128350e+02 1.149215e+05
405 1.896681e+00 1.816138e+01 4.322677e+02 3.691221e+05
406 -9.829915e+00 1.088929e+01 1.693522e+02 6.525322e+04
407 2.953028e+00 8.963305e+00 1.299178e+02 5.241951e+04
408 8.860542e+00 1.010025e+01 1.652955e+02 7.273716e+04
409 -4.026442e-01 7.768283e+00 9.409965e+01 2.415424e+04
410 -6.946030e+00 1.338574e+01 2.345099e+02 1.042765e+05
411 8.150845e+00 1.461611e+01 3.124930e+02 2.159616e+05
412 9.542934e+00 1.331026e+01 2.885217e+02 2.496740e+05
413 2.070763e+00 1.239712e+01 2.457560e+02 1.509574e+05
414 -7.882356e+00 1.016459e+01 1.607162e+02 6.976992e+04
415 -6.690854e+00 1.247293e+01 2.533882e+02 1.913380e+05
416 6.696082e+00 9.692929e+00 1.248955e+02 3.092751e+04
417 -1.192863e+01 1.489281e+01 2.603815e+02 1.031720e+05
418 7.751666e+00 1.454224e+01 2.787629e+02 1.620786e+05
419 -5.275094e+00 8.662892e+00 9.832348e+01 2.041002e+04
420 -6.686127e+00 8.749349e+00 1.238914e+02 4.149733e+04
421 -9.674945e-01 1.025177e+01 1.574710e+02 6.453169e+04
422 1.425564e+01 1.537034e+01 2.996325e+02 1.598206e+05
423 -1.658803e+00 1.284184e+01 2.181917e+02 8.775589e+04
424 1.296712e+01 1.463914e+01 3.086383e+02 2.088598e+05
425 2.382625e+00 8.842306e+00 1.103048e+02 2.586247e+04
426 -4.369057e+00 1.006769e+01 1.525894e+02 6.067207e+04
427 -9.570468e-01 1.528546e+01 3.256035e+02 2.247981e+05
428 1.088379e+01 1.418274e+01 2.691145e+02 1.390922e+05
429 -1.198338e+01 1.221837e+01 1.924822e+02 6.625730e+04
430 -2.645168e+00 8.521663e+00 1.100700e+02 2.923441e+04
431 6.022718e+00 1.737284e+01 3.980895e+02 3.198839e+05
432 -1.131177e+01 1.519741e+01 2.853958e+02 1.338326e+05
433 6.406396e+00 1.451242e+01 2.714989e+02 1.288678e+05
434 -5.977216e+00 9.721218e+00 1.297971e+02 3.511695e+04
435 -3.836269e+00 1.004794e+01 1.534975e+02 6.323644e+04
436 1.569520e+01 1.861258e+01 4.790063e+02 4.449672e+05
437 9.385286e+00 1.290746e+01 2.740877e+02 2.454360e+05
438 -8.588704e+00 1.043308e+01 1.565474e+02 5.491263e+04
439 -1.861527e+01 1.916003e+01 4.809572e+02 4.326707e+05
440 1.025306e+01 2.089927e+01 5.635381e+02 5.280274e+05
441 7.287294e-01 8.092388e+00 1.131812e+02 4.541309e+04
442 2.906389e+00 7.773455e+00 1.059899e+02 4.000843e+04
443 1.202066e+00 6.618899e+00 6.756659e+01 1.446630e+04
444 8.023707e-01 7.977143e+00 1.033367e+02 3.652128e+04
445 3.923019e+00 9.164543e+00 1.298858e+02 4.259095e+04
446 3.680468e+00 1.199728e+01 2.181751e+02 1.105191e+05
447 -1.265924e+01 1.370639e+01 2.351533e+02 9.722171e+04
448 -1.219384e+01 1.381344e+01 2.751702e+02 1.574849e+05
449 5.891951e+00 1.122467e+01 1.758833e+02 6.583522e+04
450 4.286488e+00 1.082946e+01 1.742087e+02 6.974427e+04
451 -9.523735e+00 1.413589e+01 3.231707e+02 2.803978e+05
452 2.554079e+00 1.722370e+01 4.224325e+02 4.178206e+05
453 9.335336e+00 9.960450e+00 1.546192e+02 6.655352e+04
454 3.401520e+00 7.254508e+00 9.147068e+01 3.396351e+04
455 -1.078527e+00 1.283877e+01 2.650481e+02 1.855509e+05
456 1.374478e+01 1.941452e+01 4.929347e+02 4.880659e+05
457 1.289626e-01 8.818017e+00 1.143101e+02 3.106384e+04
458 1.073642e+01 1.408918e+01 2.670459e+02 1.347438e+05
459 1.643738e+01 1.749654e+01 4.305057e+02 3.748137e+05
460 -1.440112e+00 1.062291e+01 1.676722e+02 6.331373e+04
461 -2.926545e+00 1.070218e+01 1.570377e+02 5.284946e+04
462 -4.237468e-01 1.287143e+01 2.466926e+02 1.449794e+05
463 -2.325802e+00 9.108928e+00 1.233472e+02 3.728603e+04
464 -1.525070e+01 1.555874e+01 2.950547e+02 1.415879e+05
465 -4.236015e+00 8.529929e+00 1.015467e+02 2.424395e+04
466 -8.634803e+00 1.241211e+01 1.981497e+02 8.228495e+04
467 3.333179e+00 1.051893e+01 1.575295e+02 6.058692e+04
468 -2.028877e+01 2.323212e+01 6.382643e+02 5.692123e+05
469 -9.601245e+00 1.600420e+01 3.325393e+02 2.106967e+05
470 2.458602e+00 8.262693e+00 1.063078e+02 2.974453e+04
471 2.627432e+00 1.157511e+01 2.179817e+02 1.230417e+05
472 9.783791e+00 1.613352e+01 3.682805e+02 2.680106e+05
473 8.635095e-01 1.086822e+01 1.717818e+02 7.640574e+04
474 2.630871e+00 9.925272e+00 1.502410e+02 5.719412e+04
475 1.341194e+01 1.539380e+01 3.144654e+02 1.725634e+05
476 -1.572601e+01 1.615837e+01 3.519086e+02 2.346153e+05
477 7.198724e-01 1.011482e+01 1.485751e+02 5.176845e+04
478 -4.985239e+00 1.510316e+01 2.760783e+02 1.265963e+05
479 1.087291e+01 1.163319e+01 1.898889e+02 7.694024e+04
480 -3.437951e+00 8.968806e+00 1.180130e+02 3.911485e+04
481 -7.122003e+00 1.353069e+01 2.419478e+02 1.255487e+05
482 -8.451986e+00 1.059345e+01 1.623093e+02 5.892687e+04
483 1.784341e+00 1.192860e+01 2.211357e+02 1.347407e+05
484 -4.547485e+00 8.540752e+00 1.283952e+02 7.033956e+04
485 2.605627e+00 1.126668e+01 1.768493e+02 6.701138e+04
486 -1.145927e+01 1.323116e+01 2.561184e+02 1.573878e+05
487 -9.226768e+00 1.142527e+01 2.061876e+02 1.227775e+05
488 2.513029e+00 1.105098e+01 1.772051e+02 7.562039e+04
489 1.272002e+01 1.673208e+01 4.058019e+02 3.155336e+05
490 9.229578e+00 1.159437e+01 2.016849e+02 9.459361e+04
491 -3.739665e+00 9.140037e+00 1.231874e+02 3.449048e+04
492 5.725314e+00 1.320781e+01 2.565404e+02 1.592698e+05
493 -1.332717e+01 1.669008e+01 3.504437e+02 2.035723e+05
494 4.866106e+00 1.324697e+01 2.540623e+02 1.275520e+05
495 -7.952870e+00 1.615002e+01 3.826254e+02 3.404147e+05
496 1.956088e+00 1.378402e+01 2.845133e+02 1.948033e+05
497 9.186066e-01 1.327095e+01 2.913911e+02 2.851034e+05
498 1.036935e+01 1.172328e+01 2.022569e+02 8.997648e+04
499 9.214965e+00 1.115300e+01 1.685673e+02 5.732921e+04
500 -6.333828e+00 1.409849e+01 2.568675e+02 1.204628e+05
501 -8.399622e+00 1.030865e+01 1.412407e+02 3.777204e+04
502 4.925528e+00 1.687655e+01 3.816493e+02 3.011233e+05
503 -6.450424e+00 1.495840e+01 3.239412e+02 2.379448e+05
504 8.414830e+00 8.940527e+00 1.284812e+02 4.771478e+04
505 -1.777997e+00 9.286496e+00 1.452338e+02 7.150560e+04
506 -8.764369e+00 1.373804e+01 2.391496e+02 1.047822e+05
507 8.240554e+00 1.104139e+01 1.647614e+02 5.368339e+04
508 3.253072e+00 9.431666e+00 1.213781e+02 3.007500e+04
509 -1.012432e+01 1.578530e+01 3.468187e+02 2.557578e+05
510 8.540278e+00 1.037043e+01 1.658702e+02 7.151613e+04
511 3.537916e+00 1.374569e+01 2.750661e+02 1.711798e+05
512 7.088042e+00 1.327358e+01 2.417454e+02 1.154295e+05
513 2.214456e+00 1.559452e+01 3.571027e+02 2.993534e+05
514 -8.151779e+00 1.218978e+01 2.391250e+02 1.741390e+05
515 -5.307876e-01 9.122360e+00 1.344438e+02 5.551775e+04
516 9.208872e+00 1.247310e+01 2.326231e+02 1.255794e+05
517 1.684252e+00 1.263479e+01 2.535437e+02 1.913795e+05
518 1.284239e+00 1.859270e+01 4.486906e+02 3.636499e+05
519 9.188642e-04 6.742073e+00 7.039176e+01 1.639710e+04
520 8.275473e+00 1.009366e+01 1.535549e+02 6.175661e+04
521 1.090961e+01 1.112449e+01 1.602473e+02 4.827247e+04
522 -7.595592e+00 1.173014e+01 2.339376e+02 1.783719e+05
523 9.007397e+00 1.753163e+01 4.190710e+02 3.533225e+05
524 -6.024188e-01 1.186463e+01 2.005374e+02 8.177052e+04
525 -3.836204e-01 1.224155e+01 2.349647e+02 1.361849e+05
526 -9.212435e-01 1.262037e+01 2.078882e+02 8.848533e+04
527 -6.135912e+00 1.575196e+01 3.252217e+02 1.824703e+05
528 -1.766575e+01 1.837324e+01 5.175314e+02 6.777778e+05
529 -1.400236e+01 1.547751e+01 3.641393e+02 3.294547e+05
530 3.323016e+00 1.610667e+01 4.169271e+02 4.414547e+05
531 1.420125e+01 1.690414e+01 3.635559e+02 2.328516e+05
532 -2.180609e+00 1.367232e+01 3.221376e+02 3.114836e+05
533 2.648784e+00 1.321439e+01 2.542954e+02 1.502663e+05
534 2.282878e-01 8.021666e+00 9.468086e+01 2.289786e+04
535 -8.647629e+00 1.099062e+01 1.765226e+02 7.298112e+04
536 4.303368e-01 8.172296e+00 9.786560e+01 2.325597e+04
537 5.644907e-01 5.346898e+00 4.924590e+01 8.508820e+03
538 1.316866e+01 1.355872e+01 2.458436e+02 1.162176e+05
539 -1.120385e+00 1.075709e+01 1.627979e+02 5.307711e+04
540 4.443126e-01 7.662066e+00 8.596229e+01 1.784486e+04
541 -8.338971e+00 1.182702e+01 2.204046e+02 1.408732e+05
542 2.527061e-01 9.672396e+00 1.270491e+02 3.353366e+04
543 -9.009413e+00 1.064944e+01 1.469559e+02 3.819261e+04
544 -1.023179e+01 1.482906e+01 3.019630e+02 1.866749e+05
545 2.271422e+00 7.071008e+00 7.314567e+01 1.547581e+04
546 -2.834382e+00 1.902940e+01 4.553622e+02 3.301839e+05
547 -7.952013e+00 9.841040e+00 1.261149e+02 3.001709e+04
548 -7.521419e+00 1.253354e+01 2.032253e+02 7.333086e+04
549 6.134170e+00 1.012454e+01 1.508674e+02 5.307980e+04
550 1.851916e+00 9.102769e+00 1.162365e+02 2.972723e+04
551 6.552780e+00 1.247259e+01 2.316664e+02 1.349901e+05
552 -6.454564e+00 1.109527e+01 2.193616e+02 1.572669e+05
553 -1.444671e+01 1.452946e+01 2.624468e+02 1.135797e+05
554 -6.953873e+00 1.238792e+01 2.098086e+02 8.312237e+04
555 1.421316e+00 1.290807e+01 2.134153e+02 7.706458e+04
556 -6.875088e+00 1.033990e+01 1.598524e+02 6.830199e+04
557 1.603981e+01 1.691817e+01 3.914392e+02 2.903015e+05
558 1.247332e+01 1.331710e+01 2.535801e+02 1.414405e+05
559 5.169368e+00 1.514502e+01 3.163859e+02 2.051216e+05
560 1.282468e+01 1.993901e+01 5.146492e+02 4.944038e+05
561 -1.235521e+01 1.365722e+01 2.699541e+02 1.602062e+05
562 -4.561443e+00 1.096549e+01 1.886189e+02 8.976405e+04
563 -7.238445e+00 1.588185e+01 3.303675e+02 1.968426e+05
564 5.117236e+00 6.812079e+00 7.904570e+01 2.279944e+04
565 1.863953e+01 1.897532e+01 4.528401e+02 3.372465e+05
566 2.340200e+00 1.050843e+01 1.542978e+02 5.468614e+04
567 -7.339636e+00 1.215158e+01 2.073586e+02 9.733582e+04
568 -2.336960e+01 2.344835e+01 6.277028e+02 5.883253e+05
569 6.642875e+00 1.184795e+01 1.935217e+02 8.331682e+04
570 -2.524489e+00 7.232640e+00 8.147944e+01 1.996060e+04
571 -7.232520e+00 1.530152e+01 3.316581e+02 2.270584e+05
572 9.802181e+00 1.180638e+01 1.989997e+02 9.659848e+04
573 4.905775e+00 9.330450e+00 1.268616e+02 3.406612e+04
574 7.785801e+00 1.286510e+01 2.226955e+02 9.723338e+04
575 -8.700667e+00 1.515865e+01 2.899034e+02 1.386909e+05
576 6.043425e-01 1.264041e+01 2.298372e+02 1.198228e+05
577 6.154928e+00 1.148965e+01 1.907244e+02 8.247717e+04
578 7.105702e+00 1.075095e+01 1.697049e+02 6.622032e+04
579 1.188726e+01 1.301972e+01 2.341723e+02 1.160630e+05
580 1.067335e+01 1.472474e+01 3.059695e+02 1.831460e+05
581 6.869815e+00 8.664308e+00 1.132013e+02 3.187691e+04
582 1.245950e+01 1.310010e+01 2.544435e+02 1.416675e+05
583 -5.524379e+00 1.054602e+01 1.697723e+02 8.281549e+04
584 1.110560e+01 1.187258e+01 2.382601e+02 1.755221e+05
585 -7.259057e+00 1.346957e+01 2.477497e+02 1.392124e+05
586 -8.824186e+00 1.908032e+01 4.375956e+02 3.069645e+05
587 8.878149e+00 1.415964e+01 2.781853e+02 1.702386e+05
588 5.681597e+00 1.464138e+01 2.894035e+02 1.683812e+05
589 1.337089e+01 1.610878e+01 3.533773e+02 2.495634e+05
590 -4.359694e+00 8.738953e+00 1.566188e+02 1.135257e+05
591 -2.863125e-01 7.470917e+00 8.137368e+01 1.957397e+04
592 -1.381316e+00 1.162452e+01 2.068692e+02 1.064145e+05
593 3.973882e+00 8.431363e+00 1.067465e+02 3.070847e+04
594 -1.230848e+01 1.605866e+01 3.411154e+02 2.003456e+05
595 -9.348300e+00 1.492401e+01 2.761501e+02 1.207620e+05
596 -1.260168e+01 1.504522e+01 3.034241e+02 1.902131e+05
597 -1.628522e+01 1.680515e+01 3.508455e+02 2.018765e+05
598 -1.178496e+01 1.487185e+01 3.677987e+02 3.706074e+05
599 -9.984062e+00 1.520523e+01 3.206130e+02 2.023027e+05
600 9.350764e+00 1.069592e+01 1.648893e+02 5.901187e+04
601 -6.847487e+00 1.126679e+01 1.878481e+02 8.639117e+04
602 -3.217704e-01 6.538920e+00 6.840321e+01 1.458463e+04
603 -6.147506e+00 1.067110e+01 1.541214e+02 4.712342e+04
604 2.059879e+00 1.348677e+01 2.508301e+02 1.253274e+05
605 4.921291e+00 1.204912e+01 1.997895e+02 8.567987e+04
606 8.794777e+00 1.128744e+01 2.329583e+02 2.108715e+05
607 2.605127e+00 8.338475e+00 1.001337e+02 2.533942e+04
608 1.935708e+01 1.947395e+01 4.767609e+02 3.850546e+05
609 -9.076713e+00 1.066658e+01 1.862594e+02 9.254179e+04
610 2.462453e+00 9.291157e+00 1.247689e+02 3.606261e+04
611 -3.388601e+00 1.021340e+01 1.550821e+02 5.496534e+04
612 8.611614e+00 1.307356e+01 2.466039e+02 1.579451e+05
613 3.996311e+00 9.113613e+00 1.523199e+02 9.204990e+04
614 1.303680e+01 1.325667e+01 2.133354e+02 7.394239e+04
615 1.669364e+01 1.669370e+01 3.459718e+02 2.076695e+05
616 3.431390e+00 8.253095e+00 1.022399e+02 2.405955e+04
617 -1.669453e+01 1.737933e+01 3.934905e+02 2.763311e+05
618 7.911761e+00 1.109231e+01 1.689546e+02 6.210037e+04
619 2.509852e+00 1.595848e+01 3.321033e+02 2.167546e+05
620 -1.503924e+01 1.576488e+01 3.450148e+02 2.298996e+05
621 -4.458197e+00 1.096975e+01 2.199487e+02 1.612978e+05
622 3.003185e+00 1.577854e+01 4.017932e+02 3.923169e+05
623 2.662544e+00 1.176722e+01 2.103540e+02 1.156387e+05
624 -7.744018e+00 1.043526e+01 2.341511e+02 2.327186e+05
625 -1.569449e+01 1.715274e+01 4.362308e+02 4.367173e+05
626 3.899530e+00 1.683207e+01 3.849296e+02 2.884067e+05
627 1.653631e+00 7.227497e+00 9.586528e+01 3.545230e+04
628 -3.480280e+00 1.045589e+01 1.587237e+02 5.292474e+04
629 9.790374e-01 1.474925e+01 2.805362e+02 1.356922e+05
630 1.781469e+01 1.806706e+01 3.986058e+02 2.565750e+05
631 8.585982e+00 1.099480e+01 1.901476e+02 1.026873e+05
632 -1.030726e+01 1.140247e+01 1.894964e+02 7.346912e+04
633 -2.055754e+00 1.044488e+01 1.466197e+02 4.287464e+04
634 2.152520e+00 8.661029e+00 1.158050e+02 3.306055e+04
635 6.655956e+00 1.240223e+01 2.324229e+02 1.242429e+05
636 2.616639e+00 1.304837e+01 2.450151e+02 1.315005e+05
637 -4.977881e+00 1.211742e+01 2.050381e+02 8.451087e+04
638 1.743385e+00 8.319486e+00 1.021045e+02 2.494220e+04
639 1.773376e+00 1.236090e+01 2.108269e+02 8.849615e+04
640 5.990743e+00 1.077466e+01 1.465912e+02 3.686629e+04
641 6.879090e+00 1.383021e+01 2.366255e+02 8.929942e+04
642 -4.845051e+00 1.042008e+01 1.457526e+02 4.448980e+04
643 -1.019551e+00 1.068166e+01 1.780707e+02 7.737079e+04
644 -2.730995e+00 1.685237e+01 3.818011e+02 2.754907e+05
645 5.296468e+00 1.224045e+01 1.958650e+02 6.990101e+04
646 7.647760e+00 1.006907e+01 1.556495e+02 5.935563e+04
647 -1.231096e+01 1.288298e+01 2.617571e+02 1.626347e+05
648 -8.159603e+00 1.171929e+01 2.145873e+02 1.179632e+05
649 -6.124840e+00 1.366728e+01 2.647849e+02 1.470084e+05
650 1.058987e+00 8.848199e+00 1.097948e+02 2.456096e+04
651 -1.031381e+01 1.259800e+01 2.617049e+02 1.818771e+05
652 -4.228192e+00 1.172572e+01 1.801569e+02 6.360616e+04
653 1.431885e+01 1.528840e+01 3.301518e+02 2.318327e+05
654 7.422895e+00 9.865467e+00 1.511662e+02 6.230100e+04
655 -4.989958e+00 9.684814e+00 1.554930e+02 7.567631e+04
656 -1.082331e-02 1.250826e+01 2.134371e+02 1.073365e+05
657 -8.105196e+00 9.095354e+00 1.256836e+02 4.520821e+04
658 -5.662116e+00 1.374676e+01 3.020469e+02 2.436196e+05
659 -4.241548e+00 9.640748e+00 1.484901e+02 6.057551e+04
660 2.472936e+00 9.321401e+00 1.392774e+02 6.230943e+04
661 4.603997e-01 1.010539e+01 1.577092e+02 6.269385e+04
662 4.386693e+00 9.873634e+00 1.447195e+02 4.762382e+04
663 -1.514067e+00 8.600739e+00 1.046769e+02 2.431827e+04
664 -1.073870e+01 1.192773e+01 1.978582e+02 8.621455e+04
665 -1.131466e+01 1.244604e+01 2.487960e+02 1.769356e+05
666 -8.803803e+00 1.794128e+01 4.518594e+02 3.856216e+05
667 -1.394171e+00 1.274521e+01 2.269165e+02 1.130518e+05
668 8.786326e+00 1.273237e+01 2.267559e+02 1.147446e+05
669 1.849925e+01 1.850190e+01 3.894738e+02 2.191087e+05
670 2.836787e+00 1.164675e+01 1.820933e+02 6.225703e+04
671 -9.189661e+00 1.683560e+01 3.820767e+02 2.873572e+05
672 1.721983e+00 1.391640e+01 2.825146e+02 1.951088e+05
673 -7.722056e+00 1.123330e+01 1.982369e+02 1.113721e+05
674 -4.340684e-01 1.116813e+01 1.925338e+02 1.091880e+05
675 -2.675946e+00 1.065378e+01 1.672761e+02 6.523591e+04
676 6.716869e+00 1.233611e+01 1.979686e+02 7.912366e+04
677 6.304253e+00 1.166364e+01 1.981580e+02 1.064216e+05
678 -6.111581e-02 5.933880e+00 5.329288e+01 7.886105e+03
679 -3.326422e+00 1.198252e+01 2.061274e+02 1.022122e+05
680 1.061703e+01 1.332475e+01 2.665504e+02 1.713904e+05
681 5.347506e+00 7.354049e+00 1.016334e+02 4.534623e+04
682 -3.429607e+00 9.481767e+00 1.185033e+02 2.721710e+04
683 -1.183954e+01 1.253811e+01 2.281991e+02 1.187396e+05
684 9.513222e-01 1.068157e+01 1.793350e+02 9.503270e+04
685 6.240649e+00 9.237340e+00 1.270631e+02 3.828403e+04
686 -1.029584e+01 1.078286e+01 1.672506e+02 6.537923e+04
687 4.082762e+00 1.191856e+01 2.087199e+02 9.825883e+04
688 7.883677e+00 1.382965e+01 2.368013e+02 9.327501e+04
689 1.988922e+01 2.025782e+01 5.136525e+02 4.634273e+05
690 1.810952e+01 1.846099e+01 4.589865e+02 4.112671e+05
691 -5.290694e+00 1.131246e+01 1.624671e+02 4.531774e+04
692 -4.170863e+00 1.080668e+01 1.868152e+02 9.224586e+04
693 5.971599e+00 1.153743e+01 1.894131e+02 7.417194e+04
694 -6.861491e-01 9.930491e+00 1.563843e+02 7.355444e+04
695 5.218958e+00 6.874802e+00 7.747464e+01 1.933713e+04
696 -7.696622e+00 1.055788e+01 1.733720e+02 7.565013e+04
697 4.228589e+00 1.682799e+01 3.869501e+02 2.868872e+05
698 1.293807e+00 1.158096e+01 2.091490e+02 1.274356e+05
699 -2.898747e+00 1.306206e+01 2.399301e+02 1.190326e+05
700 -8.688183e+00 1.285699e+01 2.420489e+02 1.295904e+05
701 1.018577e+01 1.347227e+01 2.487686e+02 1.294747e+05
702 8.276321e+00 1.090812e+01 1.911363e+02 9.602967e+04
703 8.948530e+00 1.008643e+01 1.458679e+02 4.746162e+04
704 -7.509314e+00 1.009393e+01 1.626848e+02 6.854021e+04
705 1.163028e+01 1.474328e+01 3.359974e+02 2.748034e+05
706 -9.949853e+00 1.406911e+01 2.726107e+02 1.470719e+05
707 1.040057e+00 9.017952e+00 1.122775e+02 2.702696e+04
708 3.342947e+00 1.186344e+01 2.021352e+02 9.283156e+04
709 8.612074e-01 1.192313e+01 1.971907e+02 7.535986e+04
710 6.867940e+00 9.329869e+00 1.300727e+02 4.046965e+04
711 -6.288484e+00 1.002231e+01 1.428011e+02 4.556334e+04
712 -6.545063e+00 1.010250e+01 1.531072e+02 6.235358e+04
713 -4.156484e+00 1.221349e+01 2.106005e+02 9.332673e+04
714 2.102054e+00 1.061607e+01 1.952542e+02 1.154975e+05
715 1.482654e-01 1.236033e+01 2.389853e+02 1.463752e+05
716 1.107789e+01 1.265161e+01 2.273700e+02 1.092462e+05
717 5.939642e+00 1.046153e+01 1.768500e+02 8.802887e+04
718 -1.411817e+01 1.477664e+01 2.818070e+02 1.360837e+05
719 -1.199124e+00 1.015724e+01 1.543846e+02 5.612860e+04
720 1.908276e+00 1.802731e+01 3.778625e+02 2.087541e+05
721 1.040266e+01 1.298326e+01 2.435662e+02 1.605616e+05
722 -1.691093e+01 1.692011e+01 3.367209e+02 1.656438e+05
723 -3.025218e+00 9.702913e+00 1.538650e+02 6.459405e+04
724 1.182549e+01 1.380574e+01 3.037966e+02 2.648636e+05
725 6.333226e+00 1.321946e+01 2.590701e+02 1.569386e+05
726 -1.255834e+01 1.685007e+01 3.943113e+02 3.421149e+05
727 1.946706e-01 7.103519e+00 7.599150e+01 1.650480e+04
728 -2.557948e+00 7.832141e+00 9.459072e+01 2.505266e+04
729 -2.595277e+00 7.326717e+00 1.040895e+02 4.526787e+04
730 -2.670632e+00 1.049091e+01 1.487929e+02 4.852317e+04
731 4.597750e+00 9.761919e+00 1.284275e+02 3.064207e+04
732 4.206015e+00 7.612768e+00 8.724108e+01 1.899761e+04
733 1.262572e+00 7.464097e+00 8.681771e+01 2.073276e+04
734 1.193429e+01 1.330940e+01 2.922697e+02 2.424830e+05
735 -1.213985e+01 1.358813e+01 2.552465e+02 1.219872e+05
736 2.278556e+00 1.164347e+01 1.788383e+02 6.602140e+04
737 -1.042986e+01 1.316215e+01 2.570436e+02 1.604650e+05
738 -8.703755e+00 1.536352e+01 2.992256e+02 1.575883e+05
739 2.010726e+01 2.034960e+01 5.252808e+02 4.584526e+05
740 4.164185e+00 1.146983e+01 1.988969e+02 9.990698e+04
741 -2.815538e+00 1.168231e+01 1.946078e+02 9.470326e+04
742 -1.348490e+01 1.537015e+01 4.304552e+02 5.642637e+05
743 -3.191155e+00 1.070866e+01 1.646707e+02 6.195666e+04
744 1.532538e+00 1.543707e+01 3.137780e+02 1.735527e+05
745 6.352548e+00 1.107574e+01 1.615065e+02 5.371103e+04
746 -2.634908e+00 6.594513e+00 6.502627e+01 1.035562e+04
747 -1.005843e+01 1.226730e+01 2.220328e+02 1.099170e+05
748 -1.288092e+01 1.480631e+01 3.094265e+02 1.995843e+05
749 -2.012444e+00 6.473105e+00 7.105515e+01 1.633152e+04
750 -1.241848e+00 7.141907e+00 8.872490e+01 3.587051e+04
751 -3.393159e+00 1.180840e+01 2.137452e+02 1.182030e+05
752 -1.644989e+01 1.733246e+01 3.913553e+02 2.670324e+05
753 6.013154e-02 8.053835e+00 9.454427e+01 2.259838e+04
754 -1.184867e+01 1.345311e+01 2.812265e+02 2.087505e+05
755 -2.777963e+00 9.590814e+00 1.409136e+02 5.482016e+04
756 2.239440e+01 2.240881e+01 6.187897e+02 6.729242e+05
757 -4.009392e-02 1.098817e+01 2.316787e+02 2.345902e+05
758 -5.770271e+00 1.347591e+01 2.478806e+02 1.366167e+05
759 -8.645965e+00 1.627116e+01 3.341313e+02 1.837531e+05
760 -3.449264e+00 1.175690e+01 2.044618e+02 9.602256e+04
761 6.608766e+00 1.207212e+01 2.283371e+02 1.424299e+05
762 1.700937e+01 1.726075e+01 3.777894e+02 2.482561e+05
763 6.533590e+00 1.217009e+01 2.191286e+02 1.291680e+05
764 -8.154402e+00 1.688159e+01 3.697928e+02 2.563256e+05
765 -8.456071e+00 9.774908e+00 1.327305e+02 3.607414e+04
766 4.037418e+00 9.116846e+00 1.410911e+02 5.530763e+04
767 2.882311e+00 9.940243e+00 1.385077e+02 3.869801e+04
768 -4.851045e+00 1.174979e+01 2.046925e+02 9.402991e+04
769 1.962637e+01 1.962637e+01 4.671633e+02 3.493423e+05
770 3.262531e-01 1.192380e+01 2.124697e+02 1.082612e+05
771 1.062970e+01 1.220314e+01 2.031457e+02 8.581115e+04
772 1.492286e+01 1.773947e+01 4.307201e+02 3.716472e+05
773 3.960885e+00 1.524874e+01 3.112394e+02 1.918775e+05
774 -1.173663e+01 1.506459e+01 3.366858e+02 2.786246e+05
775 3.450573e+00 7.657521e+00 9.321499e+01 2.607974e+04
776 3.918470e+00 1.478996e+01 2.952348e+02 1.607551e+05
777 -8.035707e+00 1.549608e+01 3.445357e+02 2.413066e+05
778 1.222676e+01 1.432174e+01 2.514361e+02 1.036496e+05
779 8.947114e-01 1.010802e+01 1.509238e+02 5.622661e+04
780 6.767596e+00 9.528558e+00 1.338880e+02 4.381067e+04
781 -1.191394e+00 1.287073e+01 2.131736e+02 7.590828e+04
782 1.851909e+00 1.211005e+01 2.044895e+02 8.610349e+04
783 2.361917e+00 7.174123e+00 8.613546e+01 2.257034e+04
784 -2.211197e+01 2.233212e+01 5.688907e+02 4.449742e+05
785 -7.887501e+00 1.222041e+01 2.202509e+02 1.246810e+05
786 -5.652743e+00 1.374536e+01 2.696649e+02 1.622837e+05
787 -5.894230e+00 1.252983e+01 2.318474e+02 1.296138e+05
788 1.361999e+00 1.311806e+01 2.437437e+02 1.289616e+05
789 7.541164e+00 1.110657e+01 1.669692e+02 5.546147e+04
790 -9.631734e+00 1.449631e+01 2.840001e+02 1.528711e+05
791 6.058630e-01 9.997093e+00 1.452364e+02 5.437124e+04
792 -1.318045e+01 1.702340e+01 3.755916e+02 2.591387e+05
793 -8.830607e+00 1.438218e+01 2.809243e+02 1.487122e+05
794 1.127426e+01 1.427419e+01 2.756940e+02 1.462810e+05
795 -1.043771e+01 1.147804e+01 1.855210e+02 7.185023e+04
796 5.046752e+00 1.201635e+01 2.246474e+02 1.251264e+05
797 -4.016311e+00 8.468285e+00 1.160058e+02 3.547586e+04
798 -6.522291e+00 1.106151e+01 2.017051e+02 1.179836e+05
799 -1.208805e+00 7.673872e+00 8.780203e+01 1.826379e+04
