64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
8844 -6.691247e+00 1.506025e+01 3.100147e+02 1.952119e+05
8845 8.373542e+00 1.214650e+01 2.186626e+02 1.212942e+05
8846 1.119343e+01 1.393634e+01 2.462932e+02 1.074271e+05
8847 1.558709e+00 6.989047e+00 7.376144e+01 1.476446e+04
8848 5.126745e+00 9.274388e+00 1.373525e+02 6.021907e+04
8849 1.389267e+01 1.481127e+01 3.162064e+02 1.993386e+05
8850 1.030445e+01 1.559413e+01 3.273583e+02 2.141292e+05
8851 -1.930070e+01 1.930075e+01 4.509520e+02 3.834029e+05
8852 -1.426507e+01 1.734271e+01 3.516619e+02 1.979932e+05
8853 4.910444e+00 9.348075e+00 1.329092e+02 4.227552e+04
8854 -1.711347e+00 7.781416e+00 9.428061e+01 2.444128e+04
8855 6.924327e-01 2.177772e+01 5.663095e+02 4.835070e+05
8856 6.248330e-01 9.097611e+00 1.127664e+02 2.740436e+04
8857 1.209214e+00 9.826151e+00 1.340230e+02 3.814296e+04
8858 -9.718406e+00 1.558133e+01 3.302455e+02 2.345713e+05
8859 3.766745e+00 9.368169e+00 1.388687e+02 5.521761e+04
8860 1.472465e-01 7.483895e+00 9.074436e+01 2.523830e+04
8861 1.547889e+00 1.279615e+01 2.752663e+02 2.368870e+05
8862 7.462315e+00 1.068452e+01 1.895663e+02 1.206338e+05
8863 1.306472e+01 1.379464e+01 2.727913e+02 1.675097e+05
8864 -1.196229e+01 1.428492e+01 3.064193e+02 2.154526e+05
8865 2.283354e+00 8.555708e+00 1.199088e+02 4.513423e+04
8866 4.348468e+00 9.503785e+00 1.555110e+02 7.987127e+04
8867 1.766317e+00 7.663371e+00 9.249494e+01 2.274347e+04
8868 -1.324252e+01 1.686354e+01 3.991010e+02 3.397055e+05
8869 -1.486077e+01 1.979173e+01 5.994146e+02 7.925415e+05
8870 5.340347e+00 1.003846e+01 1.694366e+02 8.867381e+04
8871 -1.329719e+00 7.612805e+00 9.040156e+01 2.245386e+04
8872 1.445735e+01 1.456010e+01 2.588336e+02 1.159520e+05
8873 5.774927e+00 1.388249e+01 2.781985e+02 1.639062e+05
8874 -7.432346e+00 9.651538e+00 1.311746e+02 3.725018e+04
8875 1.034415e+01 1.377114e+01 2.464596e+02 1.187931e+05
8876 1.278981e+01 1.390091e+01 2.880725e+02 1.789071e+05
8877 6.170766e+00 9.345877e+00 1.132963e+02 2.361018e+04
8878 -6.172272e+00 1.363491e+01 2.495090e+02 1.228492e+05
8879 3.140560e+00 1.385542e+01 2.654962e+02 1.462126e+05
8880 1.528688e+01 2.108856e+01 5.603974e+02 5.448264e+05
8881 7.268805e+00 1.938546e+01 5.014453e+02 4.349658e+05
8882 1.204383e+01 1.254644e+01 2.188191e+02 9.292958e+04
8883 -5.855656e+00 9.484465e+00 1.311874e+02 4.037075e+04
8884 8.827746e+00 9.806499e+00 1.310323e+02 3.756592e+04
8885 -9.370970e+00 1.116723e+01 2.010904e+02 9.762026e+04
8886 -7.621095e+00 8.608172e+00 9.685705e+01 1.789485e+04
8887 -1.659852e+01 1.720708e+01 3.841046e+02 2.751390e+05
8888 -1.885007e+01 1.990175e+01 5.145218e+02 4.734419e+05
8889 -8.534558e+00 1.025735e+01 1.789921e+02 1.163561e+05
8890 8.877011e+00 1.004926e+01 1.499957e+02 5.632811e+04
8891 9.134751e+00 1.045605e+01 1.545861e+02 5.338178e+04
8892 3.663567e+00 9.834101e+00 1.397402e+02 4.316195e+04
8893 7.853178e+00 8.721441e+00 1.184656e+02 3.687043e+04
8894 1.071196e+01 1.164977e+01 1.931080e+02 7.903254e+04
8895 -5.021435e+00 1.212538e+01 1.945631e+02 7.586504e+04
8896 -6.274320e+00 1.714803e+01 3.597748e+02 2.103824e+05
8897 7.210223e+00 1.296163e+01 2.393327e+02 1.254879e+05
8898 -1.197078e+01 1.338860e+01 2.356957e+02 1.018784e+05
8899 8.267972e+00 9.583331e+00 1.291422e+02 3.577017e+04
8900 -1.231921e+01 1.465414e+01 3.069819e+02 2.087043e+05
8901 -7.128494e+00 9.609519e+00 1.532748e+02 8.975812e+04
8902 5.661485e+00 1.350064e+01 2.627109e+02 1.635864e+05
8903 2.867166e-01 1.104283e+01 1.702487e+02 6.732780e+04
8904 3.639856e+00 1.306273e+01 2.436331e+02 1.277718e+05
8905 7.489036e+00 1.081162e+01 1.632210e+02 6.035617e+04
8906 3.040627e+00 9.409714e+00 1.245100e+02 3.246389e+04
8907 6.807886e-01 1.326441e+01 2.457743e+02 1.221574e+05
8908 -7.717635e+00 9.867930e+00 1.602596e+02 8.218798e+04
8909 -1.661507e+01 1.681638e+01 3.293396e+02 1.689045e+05
8910 9.822767e+00 1.278309e+01 2.316692e+02 1.309565e+05
8911 8.185024e+00 1.252601e+01 2.304429e+02 1.292145e+05
8912 2.195536e+00 1.079201e+01 1.586524e+02 4.905141e+04
8913 -4.140668e+00 1.274248e+01 1.992730e+02 6.737674e+04
8914 -3.569511e+00 8.803199e+00 1.160730e+02 3.481335e+04
8915 -3.844566e+00 6.420364e+00 6.827187e+01 1.636558e+04
8916 -3.510315e+00 8.149030e+00 1.127573e+02 4.752961e+04
8917 6.468843e-01 8.949316e+00 1.384197e+02 6.246235e+04
8918 -5.772358e-01 1.149626e+01 1.803957e+02 7.012635e+04
8919 -3.773875e+00 1.631986e+01 3.583078e+02 2.619150e+05
8920 -8.758716e+00 1.156392e+01 1.998390e+02 9.191369e+04
8921 5.173295e+00 1.059928e+01 1.799704e+02 8.698744e+04
8922 1.015644e+01 1.265886e+01 2.267166e+02 1.075671e+05
8923 1.007348e+01 1.350861e+01 2.391704e+02 1.109712e+05
8924 -1.134825e+01 1.295878e+01 2.373826e+02 1.217998e+05
8925 -1.164999e+00 1.486976e+01 2.971758e+02 1.752643e+05
8926 1.262128e+01 1.592742e+01 3.493976e+02 2.535712e+05
8927 -1.162750e+01 1.321914e+01 2.408418e+02 1.284308e+05
8928 1.278122e+01 1.402284e+01 2.858526e+02 1.763110e+05
8929 1.948565e+01 1.967934e+01 5.142593e+02 5.007463e+05
8930 1.036503e+00 1.514953e+01 3.136910e+02 2.278739e+05
8931 -7.700252e+00 1.393038e+01 2.707912e+02 1.513954e+05
8932 4.874983e-01 1.302008e+01 2.352351e+02 1.164003e+05
8933 1.713099e+01 1.713112e+01 3.583597e+02 2.331762e+05
8934 1.179505e+00 1.427382e+01 3.045430e+02 2.113647e+05
8935 -5.197355e+00 1.828006e+01 4.357142e+02 3.848463e+05
8936 3.782539e+00 8.818989e+00 1.225396e+02 4.719535e+04
8937 1.939042e+01 2.016210e+01 5.427406e+02 5.405902e+05
8938 5.502451e+00 1.019584e+01 1.403459e+02 3.853654e+04
8939 8.361459e+00 1.411296e+01 2.572832e+02 1.359519e+05
8940 6.149208e-01 9.099789e+00 1.219099e+02 3.502020e+04
8941 -7.885235e+00 1.224030e+01 2.041029e+02 8.429668e+04
8942 4.983082e+00 1.006153e+01 1.536859e+02 6.155909e+04
8943 1.261223e+01 1.521996e+01 3.246586e+02 2.269393e+05
8944 9.115448e-01 1.194079e+01 1.903721e+02 6.860307e+04
8945 -7.308088e-01 1.212052e+01 1.978145e+02 8.126735e+04
8946 1.056192e+01 1.205711e+01 2.024157e+02 8.404490e+04
8947 4.061554e+00 1.141291e+01 1.950319e+02 1.052190e+05
8948 -1.194595e+01 1.322120e+01 2.744465e+02 1.755742e+05
8949 2.737583e+00 8.471808e+00 1.243522e+02 5.326596e+04
8950 1.095183e+01 1.378188e+01 2.913379e+02 1.928766e+05
8951 -7.957180e+00 1.036220e+01 1.667657e+02 7.970907e+04
8952 9.334332e+00 1.810543e+01 3.877759e+02 2.351019e+05
8953 -5.483702e-01 8.760414e+00 1.095668e+02 2.766217e+04
8954 -1.562205e+00 1.009985e+01 1.504795e+02 5.524407e+04
8955 2.488714e+00 1.203844e+01 1.905568e+02 6.901151e+04
8956 1.584722e+01 1.729703e+01 3.731258e+02 2.332900e+05
8957 5.258742e+00 8.814962e+00 1.277582e+02 5.294414e+04
8958 7.438841e+00 1.557504e+01 3.545259e+02 2.574946e+05
8959 7.844613e+00 1.248108e+01 2.217307e+02 1.091588e+05
8960 6.660049e+00 1.431578e+01 2.661919e+02 1.290120e+05
8961 1.627590e+01 1.634457e+01 3.560513e+02 2.881434e+05
8962 -5.235529e-02 1.308069e+01 2.571527e+02 1.552773e+05
8963 -2.920772e+00 1.292595e+01 2.216905e+02 9.399822e+04
8964 -6.475663e+00 1.319823e+01 2.787691e+02 2.283313e+05
8965 5.041588e+00 7.520677e+00 9.028477e+01 2.087665e+04
8966 -3.683939e+00 7.544278e+00 9.362764e+01 2.723261e+04
8967 5.335213e+00 9.103782e+00 1.580288e+02 9.127565e+04
8968 -1.650835e+01 1.671289e+01 3.539884e+02 2.107390e+05
8969 6.641859e+00 1.279136e+01 2.656018e+02 1.983565e+05
8970 1.383285e+01 1.531649e+01 3.224764e+02 2.006757e+05
8971 8.697719e+00 1.328718e+01 2.549060e+02 1.422557e+05
8972 5.420854e+00 9.521135e+00 1.319772e+02 4.288143e+04
8973 -7.439187e+00 1.922920e+01 4.738306e+02 3.915618e+05
8974 3.375265e+00 1.288192e+01 2.429495e+02 1.681578e+05
8975 -3.625404e+00 9.837368e+00 1.471497e+02 5.543480e+04
8976 7.459088e+00 1.279457e+01 2.241243e+02 1.066926e+05
8977 1.002527e+01 1.352222e+01 2.379302e+02 1.085720e+05
8978 -1.301256e+01 1.502141e+01 3.206057e+02 2.192788e+05
8979 -2.253804e+00 8.664176e+00 1.194422e+02 4.366545e+04
8980 9.517617e+00 1.188310e+01 1.871942e+02 6.648441e+04
8981 6.072362e+00 9.815785e+00 1.474786e+02 5.414224e+04
8982 2.592831e-01 1.194187e+01 2.108328e+02 9.689857e+04
8983 5.048186e+00 8.027347e+00 1.025845e+02 3.221399e+04
8984 7.155514e+00 1.097579e+01 1.757465e+02 6.963220e+04
8985 8.750226e+00 1.114342e+01 1.735121e+02 6.490531e+04
8986 8.019846e+00 1.119436e+01 1.633995e+02 4.840280e+04
8987 -5.136054e-01 7.742714e+00 8.569588e+01 1.654090e+04
8988 -1.815414e+00 1.719278e+01 3.925953e+02 2.754222e+05
8989 1.587586e+01 1.843572e+01 4.521914e+02 3.690477e+05
8990 -9.219116e+00 1.309402e+01 2.829937e+02 1.969602e+05
8991 4.052479e+00 6.643146e+00 7.110778e+01 1.607900e+04
8992 1.791454e+00 1.671949e+01 3.515141e+02 2.067218e+05
8993 3.733203e+00 8.050354e+00 1.024320e+02 2.669192e+04
8994 -2.998093e+00 8.076424e+00 9.476193e+01 1.977641e+04
8995 1.951329e+00 1.116381e+01 1.619351e+02 4.863305e+04
8996 1.081229e+01 1.404597e+01 2.422941e+02 9.759819e+04
8997 5.034628e+00 1.315254e+01 2.477251e+02 1.195910e+05
8998 -1.588415e+01 1.645387e+01 3.299398e+02 1.881039e+05
8999 -1.103037e+01 1.226871e+01 2.264381e+02 1.338702e+05
9000 -1.470069e+01 1.523789e+01 2.932314e+02 1.520655e+05
9001 2.619279e-01 1.166784e+01 1.814193e+02 6.245350e+04
9002 -7.143598e+00 8.887682e+00 1.211647e+02 3.913676e+04
9003 -4.130404e+00 7.622006e+00 9.209058e+01 2.574433e+04
9004 1.676299e+01 1.700702e+01 3.865094e+02 2.998064e+05
9005 1.001315e+01 1.347964e+01 2.611984e+02 1.353262e+05
9006 7.376981e+00 1.157768e+01 2.795347e+02 3.334285e+05
9007 2.623192e+00 1.190230e+01 2.064162e+02 1.049804e+05
9008 3.448484e+00 9.860962e+00 1.378668e+02 4.055144e+04
9009 -3.726363e+00 1.134456e+01 1.681708e+02 5.306771e+04
9010 -8.906570e+00 1.396906e+01 2.922681e+02 2.008738e+05
9011 1.726226e+01 1.808130e+01 4.434206e+02 3.520894e+05
9012 1.015477e+01 1.341206e+01 2.548878e+02 1.506209e+05
9013 1.193109e+01 1.208301e+01 2.058937e+02 9.927024e+04
9014 8.781700e+00 1.226318e+01 2.508682e+02 1.813189e+05
9015 -1.746537e+01 1.774242e+01 4.060638e+02 3.064231e+05
9016 -2.052737e+01 2.053372e+01 4.928749e+02 3.725785e+05
9017 -2.057945e+00 1.184219e+01 2.148371e+02 1.255635e+05
9018 -7.497997e+00 9.346618e+00 1.377944e+02 5.206353e+04
9019 -8.167485e+00 1.252709e+01 2.275109e+02 1.152510e+05
9020 -4.626396e+00 9.302587e+00 1.567877e+02 1.002610e+05
9021 2.786393e+00 1.145533e+01 2.072896e+02 1.327969e+05
9022 1.190211e+01 1.237869e+01 2.000364e+02 7.500806e+04
9023 1.775617e+00 1.403549e+01 2.480378e+02 1.026520e+05
9024 9.917488e+00 1.021944e+01 1.353817e+02 3.425541e+04
9025 2.459539e+00 9.906039e+00 1.539326e+02 7.299059e+04
9026 -2.004278e+01 2.005575e+01 5.077302e+02 4.280769e+05
9027 -1.702291e+00 1.099091e+01 1.599246e+02 4.853542e+04
9028 -9.097970e+00 1.322690e+01 2.343272e+02 1.078376e+05
9029 5.224238e+00 9.575008e+00 1.469947e+02 5.776460e+04
9030 -2.158245e+00 1.281081e+01 2.433886e+02 1.482175e+05
9031 1.939857e+00 8.156090e+00 9.678077e+01 2.291696e+04
9032 1.515352e+00 1.525501e+01 3.203707e+02 1.996544e+05
9033 3.768966e+00 9.813383e+00 1.609884e+02 8.310462e+04
9034 -4.196487e+00 9.823370e+00 1.514640e+02 6.478837e+04
9035 1.336022e+01 1.412030e+01 2.687383e+02 1.378873e+05
9036 2.415529e+00 1.322161e+01 2.226582e+02 8.828067e+04
9037 -1.329143e+01 1.579982e+01 3.413499e+02 2.375857e+05
9038 5.120838e+00 9.092698e+00 1.263380e+02 4.438336e+04
9039 9.897463e-01 7.372566e+00 8.527563e+01 1.906876e+04
9040 -1.653909e+00 1.464418e+01 3.203844e+02 2.622665e+05
9041 4.242146e+00 1.308211e+01 2.609604e+02 1.879021e+05
9042 3.057527e+00 1.069998e+01 1.733671e+02 7.489099e+04
9043 3.259947e+00 1.249098e+01 2.162864e+02 1.043884e+05
9044 -1.885885e+00 1.007121e+01 1.566693e+02 6.527883e+04
9045 -1.028536e+01 1.622334e+01 3.551656e+02 2.565283e+05
9046 1.109874e+01 1.363162e+01 2.369494e+02 9.854297e+04
9047 1.342216e+01 1.413143e+01 2.636224e+02 1.256961e+05
9048 8.856433e+00 1.052403e+01 1.532559e+02 4.628770e+04
9049 1.408970e+01 1.473238e+01 2.885477e+02 1.703682e+05
9050 1.074648e+01 1.095707e+01 1.611595e+02 5.517886e+04
9051 3.992211e+00 6.607867e+00 8.032170e+01 2.888700e+04
9052 -1.589441e+01 1.791800e+01 4.913734e+02 4.892922e+05
9053 1.715495e+00 1.051789e+01 1.641177e+02 6.330397e+04
9054 5.510900e+00 8.450201e+00 9.733064e+01 1.909789e+04
9055 -3.295644e+00 7.048005e+00 7.900046e+01 1.752300e+04
9056 8.265904e+00 1.954990e+01 4.962806e+02 4.643350e+05
9057 -1.528229e+01 1.627059e+01 3.752784e+02 2.900855e+05
9058 1.464409e+00 1.051075e+01 1.468408e+02 4.292685e+04
9059 5.233369e+00 9.686795e+00 1.576620e+02 7.441553e+04
9060 4.665129e+00 1.298716e+01 2.294276e+02 1.030666e+05
9061 7.329288e+00 1.146175e+01 1.959597e+02 9.256726e+04
9062 2.566320e+00 6.395266e+00 6.015362e+01 8.734161e+03
9063 -2.407599e+00 1.104007e+01 1.819732e+02 8.255301e+04
9064 1.796829e+01 1.929049e+01 4.347710e+02 2.749994e+05
9065 1.297301e+01 1.485474e+01 3.073992e+02 1.872854e+05
9066 6.961503e+00 8.705906e+00 1.079060e+02 2.622175e+04
9067 2.255085e+00 8.399343e+00 1.025722e+02 2.348090e+04
9068 7.050494e+00 1.027844e+01 2.063824e+02 1.561826e+05
9069 -5.021739e-02 6.857597e+00 7.109848e+01 1.339925e+04
9070 3.314394e+00 1.045790e+01 1.519619e+02 5.156660e+04
9071 -9.331131e+00 1.166901e+01 1.879625e+02 7.131226e+04
9072 -6.916422e-01 1.113414e+01 1.924929e+02 8.658777e+04
9073 -1.275536e+01 1.400566e+01 3.107089e+02 2.405839e+05
9074 1.496435e+01 1.683225e+01 3.802706e+02 2.920217e+05
9075 -2.562310e+00 1.087104e+01 1.881166e+02 1.063742e+05
9076 -6.657054e+00 1.252774e+01 2.200445e+02 9.736614e+04
9077 -8.117087e+00 1.452296e+01 2.695533e+02 1.411752e+05
9078 -8.182094e-01 1.715505e+01 3.583491e+02 2.167847e+05
9079 -8.616475e+00 1.198898e+01 1.943297e+02 7.572836e+04
9080 2.552426e-01 9.378661e+00 1.196135e+02 2.841883e+04
9081 -6.388474e+00 1.017220e+01 1.831388e+02 1.058327e+05
9082 2.897627e+00 1.115870e+01 1.743394e+02 6.243023e+04
9083 -1.446353e+01 1.606381e+01 3.276953e+02 1.847463e+05
9084 2.526237e+00 1.248220e+01 2.277517e+02 1.253812e+05
9085 6.810466e+00 1.311732e+01 2.725765e+02 1.782989e+05
9086 1.035389e+01 1.538712e+01 3.741406e+02 3.648951e+05
9087 1.547596e+00 8.514479e+00 1.020864e+02 2.633862e+04
9088 1.626193e+00 1.551846e+01 2.930828e+02 1.397967e+05
9089 -1.638362e+01 1.642735e+01 3.378844e+02 2.013037e+05
9090 -1.716194e+01 1.720893e+01 3.985932e+02 2.923357e+05
9091 2.364549e+00 1.051838e+01 1.733400e+02 7.286934e+04
9092 -1.422000e+01 1.471346e+01 2.904371e+02 1.651251e+05
9093 2.557695e+00 9.810055e+00 1.481627e+02 5.656677e+04
9094 5.651380e+00 1.659909e+01 3.666430e+02 2.340629e+05
9095 1.099590e+01 1.245057e+01 2.155681e+02 9.858207e+04
9096 -5.052497e+00 1.035533e+01 1.392777e+02 3.569166e+04
9097 -9.761975e-02 1.269876e+01 2.301101e+02 1.238290e+05
9098 1.079433e+00 1.303768e+01 2.378981e+02 1.155580e+05
9099 -1.339149e+01 1.355476e+01 2.514706e+02 1.366233e+05
9100 -6.586703e+00 1.337840e+01 2.525917e+02 1.446023e+05
9101 -1.192755e+01 1.710727e+01 4.781386e+02 6.102297e+05
9102 1.021923e+01 1.223868e+01 2.382962e+02 1.486096e+05
9103 -5.265953e+00 1.161920e+01 1.973001e+02 1.039156e+05
9104 5.994100e+00 1.270869e+01 2.168281e+02 9.503709e+04
9105 3.610257e-01 9.377308e+00 1.291953e+02 3.925337e+04
9106 -1.252890e+01 1.321846e+01 2.327650e+02 1.074980e+05
9107 -1.334548e+01 1.391806e+01 2.519999e+02 1.078378e+05
9108 2.724638e+00 7.117366e+00 1.023938e+02 4.753838e+04
9109 -9.560675e+00 1.426525e+01 3.207042e+02 3.168215e+05
9110 8.007665e+00 1.590535e+01 3.076590e+02 1.603159e+05
9111 4.659036e+00 1.408004e+01 2.553554e+02 1.200145e+05
9112 5.205528e+00 9.392257e+00 1.254304e+02 3.323674e+04
9113 3.399765e+00 9.351573e+00 1.261256e+02 3.969295e+04
9114 2.387396e-01 7.896186e+00 1.003114e+02 2.656565e+04
9115 1.068455e+01 1.173421e+01 2.012077e+02 9.995554e+04
9116 -3.165779e+00 1.053540e+01 1.493658e+02 4.405610e+04
9117 5.609634e+00 1.812860e+01 4.003435e+02 2.653326e+05
9118 4.073223e+00 1.133125e+01 2.448054e+02 2.296768e+05
9119 8.460145e+00 1.169221e+01 1.895722e+02 7.438800e+04
9120 1.935261e+01 1.996042e+01 5.305322e+02 4.891552e+05
9121 -4.491624e+00 1.021622e+01 1.709863e+02 9.299642e+04
9122 4.151094e+00 1.367205e+01 2.609388e+02 1.529482e+05
9123 -2.295588e+00 1.518251e+01 3.011051e+02 1.539945e+05
9124 -1.065461e+01 1.090996e+01 1.587362e+02 5.085121e+04
9125 -8.073152e+00 9.632969e+00 1.569358e+02 8.658317e+04
9126 -1.508393e+00 9.534429e+00 1.297074e+02 3.874920e+04
9127 -5.976648e-01 1.275374e+01 2.324733e+02 1.103545e+05
9128 -1.358689e-02 9.820542e+00 1.334406e+02 3.973682e+04
9129 3.502460e+00 1.140206e+01 1.672776e+02 5.312317e+04
9130 -3.955359e-01 8.123307e+00 1.006455e+02 2.813510e+04
9131 -1.222119e+01 1.320689e+01 2.642245e+02 1.968568e+05
9132 8.460029e+00 1.129722e+01 1.947112e+02 9.177565e+04
9133 4.646111e+00 9.492498e+00 1.392784e+02 5.562556e+04
9134 -7.633768e+00 1.302414e+01 2.321379e+02 1.130845e+05
9135 -7.617030e+00 1.242739e+01 2.328473e+02 1.308261e+05
9136 -5.905265e+00 1.243122e+01 2.153621e+02 9.629002e+04
9137 1.176882e+01 1.420684e+01 2.768742e+02 1.600716e+05
9138 5.418059e+00 8.345941e+00 1.140526e+02 3.661591e+04
9139 7.109408e+00 9.455307e+00 1.504001e+02 6.938116e+04
9140 6.664730e+00 1.126524e+01 2.194540e+02 1.462510e+05
9141 5.445052e+00 9.439973e+00 1.254596e+02 3.394049e+04
9142 7.230285e+00 1.278624e+01 2.111162e+02 8.384634e+04
9143 -9.758868e+00 1.544174e+01 3.133850e+02 1.870006e+05
9144 1.291174e+01 2.145719e+01 5.613641e+02 4.620403e+05
9145 -2.076207e+01 2.076207e+01 5.115772e+02 4.377474e+05
9146 -1.880100e+01 1.883477e+01 4.277356e+02 2.778918e+05
9147 3.404980e+00 9.099261e+00 1.291943e+02 4.388575e+04
9148 -6.115734e+00 1.151117e+01 1.884168e+02 7.484850e+04
9149 -6.257247e-01 1.015057e+01 1.443322e+02 4.455098e+04
9150 -3.020058e+00 5.561651e+00 4.643779e+01 5.762002e+03
9151 -3.010742e+00 1.424898e+01 2.921237e+02 2.219605e+05
9152 -1.471747e-01 9.663180e+00 1.426441e+02 4.892820e+04
9153 7.132926e+00 1.140419e+01 2.032434e+02 1.057616e+05
9154 -3.615079e-02 1.007240e+01 1.626745e+02 7.033524e+04
9155 6.386889e+00 1.251067e+01 2.290795e+02 1.207800e+05
9156 3.218509e+00 9.196966e+00 1.216437e+02 3.287893e+04
9157 9.763479e+00 1.315509e+01 2.561245e+02 1.512476e+05
9158 -7.577139e+00 8.968891e+00 1.377457e+02 6.419624e+04
9159 -1.979384e+01 1.980806e+01 4.586278e+02 3.295494e+05
9160 -1.351931e+01 1.475612e+01 2.807909e+02 1.484284e+05
9161 1.559715e+00 1.095844e+01 1.834258e+02 8.830133e+04
9162 2.789819e+00 9.047558e+00 1.227053e+02 3.671356e+04
9163 1.305783e+01 1.823881e+01 4.520412e+02 3.488489e+05
9164 5.423524e+00 1.026936e+01 1.773608e+02 9.353042e+04
9165 4.111953e+00 1.202830e+01 2.039229e+02 9.775939e+04
9166 -2.992282e+00 1.498044e+01 2.992839e+02 1.773992e+05
9167 -2.157306e+00 1.281709e+01 2.298525e+02 1.073536e+05
9168 7.224970e-01 8.893310e+00 1.198241e+02 3.919263e+04
9169 -2.804722e+00 1.453385e+01 3.030873e+02 2.002884e+05
9170 -5.827578e+00 8.766499e+00 1.155379e+02 3.235422e+04
9171 -6.346438e+00 8.704930e+00 1.315820e+02 5.531469e+04
9172 -2.907051e+00 1.005120e+01 1.800000e+02 1.068463e+05
9173 -5.013574e+00 9.471554e+00 1.359339e+02 4.555217e+04
9174 -1.228042e+01 1.882156e+01 4.606697e+02 3.791944e+05
9175 3.444841e+00 9.148759e+00 1.197754e+02 3.154836e+04
9176 7.070171e+00 9.948097e+00 1.719403e+02 1.035856e+05
9177 2.478095e+00 1.288054e+01 2.283197e+02 1.034552e+05
9178 2.983688e+00 1.266979e+01 2.193795e+02 9.736553e+04
9179 1.353670e+01 1.529591e+01 3.392270e+02 2.388464e+05
9180 -1.622441e+00 9.405463e+00 1.410191e+02 6.087548e+04
9181 -3.591514e+00 8.687856e+00 1.349724e+02 8.604853e+04
9182 -1.256931e-01 1.069938e+01 1.918377e+02 1.128013e+05
9183 5.183798e+00 1.750997e+01 3.888480e+02 2.503810e+05
9184 -5.013799e+00 1.126975e+01 1.829292e+02 7.676107e+04
9185 1.184668e+01 1.379985e+01 2.751772e+02 1.609629e+05
9186 2.811717e+00 8.852052e+00 1.223073e+02 4.484438e+04
9187 4.345074e+00 1.327947e+01 2.527161e+02 1.385229e+05
9188 -9.380286e+00 1.392166e+01 2.441890e+02 9.684299e+04
9189 7.863406e+00 1.209722e+01 2.519623e+02 1.869862e+05
9190 7.012694e+00 1.122946e+01 2.008096e+02 1.154185e+05
9191 -4.341131e+00 1.072047e+01 1.735486e+02 7.585049e+04
9192 1.852568e+01 1.864246e+01 4.104050e+02 2.627813e+05
9193 1.355186e+01 1.371713e+01 2.314938e+02 8.197366e+04
9194 -8.437524e+00 9.464136e+00 1.258879e+02 3.479697e+04
9195 -1.477123e+01 1.606029e+01 3.406251e+02 2.086592e+05
9196 8.662054e+00 1.393054e+01 3.275730e+02 2.981470e+05
9197 8.468353e+00 1.084815e+01 2.208394e+02 1.583226e+05
9198 1.422272e+01 1.690994e+01 4.170110e+02 3.630467e+05
9199 -8.083113e+00 1.255950e+01 2.429332e+02 1.470169e+05
9200 -4.098133e+00 8.320270e+00 9.987685e+01 2.607012e+04
9201 9.774561e+00 1.197138e+01 2.072132e+02 9.085713e+04
9202 4.381167e+00 1.348779e+01 2.419188e+02 1.115121e+05
9203 5.278980e+00 9.501300e+00 1.787561e+02 1.373526e+05
9204 1.024478e+01 1.080659e+01 1.723961e+02 7.114997e+04
9205 -3.106337e+00 1.166234e+01 1.681125e+02 4.794494e+04
9206 -1.007446e+01 1.624099e+01 3.321564e+02 1.924513e+05
9207 -2.106682e+00 8.457259e+00 9.647395e+01 1.987525e+04
9208 -1.568860e+01 1.620997e+01 3.302239e+02 2.007334e+05
9209 -2.652098e+00 7.858486e+00 9.727677e+01 2.564288e+04
9210 6.383821e+00 9.738936e+00 1.284324e+02 3.860629e+04
9211 -5.222528e+00 1.014324e+01 1.474635e+02 4.900875e+04
9212 1.228411e+01 1.677832e+01 3.930265e+02 3.196884e+05
9213 -7.596138e+00 9.928084e+00 1.576911e+02 6.762052e+04
9214 -6.628330e+00 1.169867e+01 1.875010e+02 7.348040e+04
9215 -7.002070e+00 9.334093e+00 1.326402e+02 4.468786e+04
9216 -8.126408e+00 1.118645e+01 1.795397e+02 7.008044e+04
9217 -1.095283e+01 1.568871e+01 3.100502e+02 1.620269e+05
9218 -1.306066e+00 1.298957e+01 2.269271e+02 1.045837e+05
9219 -7.221566e+00 1.383944e+01 2.719852e+02 1.577099e+05
9220 -8.426482e+00 1.249053e+01 2.263372e+02 1.286141e+05
9221 -3.847010e+00 1.156164e+01 1.852023e+02 7.473438e+04
9222 1.465424e+01 1.679625e+01 3.286948e+02 1.631617e+05
9223 -2.183004e+00 1.108866e+01 1.719470e+02 6.306542e+04
9224 8.332038e+00 1.505362e+01 3.009775e+02 1.734674e+05
9225 6.400337e-01 6.058106e+00 5.924243e+01 1.063067e+04
9226 1.360078e+00 1.049113e+01 1.454293e+02 4.141164e+04
9227 -3.389574e-01 1.066507e+01 1.594428e+02 5.672851e+04
9228 1.529209e+00 1.012378e+01 1.413288e+02 3.895000e+04
9229 1.088831e+00 6.983987e+00 7.579073e+01 2.055646e+04
9230 8.283782e+00 1.421147e+01 2.768201e+02 1.529143e+05
9231 -9.273208e+00 1.301006e+01 2.490966e+02 1.269899e+05
9232 1.833042e+01 1.841990e+01 4.280738e+02 3.041970e+05
9233 1.738572e+00 1.211322e+01 2.029330e+02 8.428824e+04
9234 8.730297e-01 7.177145e+00 7.566168e+01 1.365890e+04
9235 2.284917e+01 2.284917e+01 5.607361e+02 3.877526e+05
9236 1.429097e+01 1.688528e+01 3.689953e+02 2.619112e+05
9237 4.057569e+00 1.191098e+01 2.760420e+02 2.938791e+05
